kind,epoch,batch,total,value,policy,samples
epoch,462,0,14972.658203,346.046234,14626.612305,3
batch,463,1,17992.205078,705.170715,17287.035156,5
epoch,463,0,17992.205078,705.170715,17287.035156,5
batch,464,1,29971.310547,793.330322,29177.980469,5
epoch,464,0,29971.310547,793.330322,29177.980469,5
batch,465,1,8270.243164,1284.712280,6985.530762,3
epoch,465,0,8270.243164,1284.712280,6985.530762,3
batch,466,1,32649.099609,787.737061,31861.363281,5
epoch,466,0,32649.099609,787.737061,31861.363281,5
batch,467,1,8252.585938,1286.416382,6966.169434,3
epoch,467,0,8252.585938,1286.416382,6966.169434,3
batch,468,1,10244.775391,1285.590698,8959.184570,3
epoch,468,0,10244.775391,1285.590698,8959.184570,3
batch,469,1,13624.154297,1284.838135,12339.316406,3
epoch,469,0,13624.154297,1284.838135,12339.316406,3
batch,470,1,8253.285156,1284.288940,6968.996094,3
epoch,470,0,8253.285156,1284.288940,6968.996094,3
batch,471,1,41850.144531,1285.899414,40564.246094,3
epoch,471,0,41850.144531,1285.899414,40564.246094,3
batch,472,1,27287.423828,1286.110474,26001.312500,3
epoch,472,0,27287.423828,1286.110474,26001.312500,3
batch,473,1,8005.192871,1285.001587,6720.191406,3
epoch,473,0,8005.192871,1285.001587,6720.191406,3
batch,474,1,48211.058594,494.241455,47716.816406,3
epoch,474,0,48211.058594,494.241455,47716.816406,3
batch,475,1,18149.480469,1285.798950,16863.681641,3
epoch,475,0,18149.480469,1285.798950,16863.681641,3
batch,476,1,10142.723633,6.748055,10135.975586,2
epoch,476,0,10142.723633,6.748055,10135.975586,2
batch,477,1,42833.949219,345.703827,42488.246094,3
epoch,477,0,42833.949219,345.703827,42488.246094,3
batch,478,1,20615.566406,26.059542,20589.507812,3
epoch,478,0,20615.566406,26.059542,20589.507812,3
batch,479,1,11922.414062,1286.745850,10635.667969,3
epoch,479,0,11922.414062,1286.745850,10635.667969,3
batch,480,1,26701.205078,9.644990,26691.560547,3
epoch,480,0,26701.205078,9.644990,26691.560547,3
batch,481,1,8024.610352,976.744446,7047.865723,3
epoch,481,0,8024.610352,976.744446,7047.865723,3
batch,482,1,19081.220703,1286.063965,17795.156250,3
epoch,482,0,19081.220703,1286.063965,17795.156250,3
batch,0,1,577763.312500,1322.856812,576440.437500,3
epoch,0,0,577763.312500,1322.856812,576440.437500,3
batch,0,1,132631.218750,1089.812378,131541.406250,3
epoch,0,0,132631.218750,1089.812378,131541.406250,3
batch,1,1,125759.023438,910.681824,124848.343750,22
epoch,1,0,125759.023438,910.681824,124848.343750,22
batch,0,1,50870.414062,8.262193,50862.152344,3
epoch,0,0,50870.414062,8.262193,50862.152344,3
batch,1,1,399987.031250,1325.368530,398661.656250,3
epoch,1,0,399987.031250,1325.368530,398661.656250,3
batch,2,1,591682.687500,1325.067993,590357.625000,3
epoch,2,0,591682.687500,1325.067993,590357.625000,3
batch,3,1,36655.589844,239.818604,36415.769531,3
epoch,3,0,36655.589844,239.818604,36415.769531,3
batch,4,1,141351.328125,1325.648560,140025.671875,3
epoch,4,0,141351.328125,1325.648560,140025.671875,3
batch,5,1,349855.968750,795.532776,349060.437500,5
epoch,5,0,349855.968750,795.532776,349060.437500,5
batch,6,1,144033.625000,1325.487183,142708.140625,3
epoch,6,0,144033.625000,1325.487183,142708.140625,3
batch,7,1,85775.171875,676.886719,85098.289062,3
epoch,7,0,85775.171875,676.886719,85098.289062,3
batch,8,1,201765.671875,1325.123779,200440.546875,3
epoch,8,0,201765.671875,1325.123779,200440.546875,3
batch,9,1,243849.265625,1325.582642,242523.687500,3
epoch,9,0,243849.265625,1325.582642,242523.687500,3
batch,10,1,73680.156250,361.210205,73318.945312,3
epoch,10,0,73680.156250,361.210205,73318.945312,3
batch,11,1,32139.246094,0.520876,32138.724609,3
epoch,11,0,32139.246094,0.520876,32138.724609,3
batch,12,1,170409.875000,796.506714,169613.375000,5
epoch,12,0,170409.875000,796.506714,169613.375000,5
batch,13,1,168942.578125,1324.078735,167618.500000,3
epoch,13,0,168942.578125,1324.078735,167618.500000,3
batch,14,1,147560.031250,1322.414429,146237.609375,3
epoch,14,0,147560.031250,1322.414429,146237.609375,3
batch,15,1,38690.945312,1321.873657,37369.070312,3
epoch,15,0,38690.945312,1321.873657,37369.070312,3
batch,16,1,5807.916504,0.322834,5807.593750,2
epoch,16,0,5807.916504,0.322834,5807.593750,2
batch,17,1,26504.824219,1316.958008,25187.865234,3
epoch,17,0,26504.824219,1316.958008,25187.865234,3
batch,18,1,15307.165039,1075.910522,14231.254883,3
epoch,18,0,15307.165039,1075.910522,14231.254883,3
batch,19,1,5633.900391,0.535141,5633.365234,2
epoch,19,0,5633.900391,0.535141,5633.365234,2
batch,20,1,10506.334961,1306.882202,9199.453125,3
epoch,20,0,10506.334961,1306.882202,9199.453125,3
batch,21,1,3961.815674,0.669969,3961.145752,2
epoch,21,0,3961.815674,0.669969,3961.145752,2
batch,22,1,13829.493164,1301.607788,12527.885742,3
epoch,22,0,13829.493164,1301.607788,12527.885742,3
batch,23,1,14931.433594,1297.676392,13633.756836,3
epoch,23,0,14931.433594,1297.676392,13633.756836,3
batch,24,1,7054.091797,778.460205,6275.631348,3
epoch,24,0,7054.091797,778.460205,6275.631348,3
batch,25,1,6657.151367,1128.271118,5528.880371,3
epoch,25,0,6657.151367,1128.271118,5528.880371,3
batch,26,1,14342.053711,737.619507,13604.434570,5
epoch,26,0,14342.053711,737.619507,13604.434570,5
batch,27,1,5039.106445,1.334731,5037.771484,2
epoch,27,0,5039.106445,1.334731,5037.771484,2
batch,28,1,11909.250000,1.667982,11907.582031,2
epoch,28,0,11909.250000,1.667982,11907.582031,2
batch,29,1,13169.566406,1.723215,13167.842773,4
epoch,29,0,13169.566406,1.723215,13167.842773,4
batch,30,1,18779.871094,1284.693237,17495.177734,3
epoch,30,0,18779.871094,1284.693237,17495.177734,3
batch,31,1,9312.368164,1283.596313,8028.771484,3
epoch,31,0,9312.368164,1283.596313,8028.771484,3
batch,32,1,9853.750000,1283.373779,8570.375977,3
epoch,32,0,9853.750000,1283.373779,8570.375977,3
batch,0,1,470166.875000,1084.097046,469082.781250,12
epoch,0,0,470166.875000,1084.097046,469082.781250,12
batch,0,1,647487.250000,997.193542,646490.062500,11
epoch,0,0,647487.250000,997.193542,646490.062500,11
batch,0,1,395537.437500,1033.085327,394504.343750,14
epoch,0,0,395537.437500,1033.085327,394504.343750,14
batch,0,1,376511.625000,1033.340210,375478.281250,8
epoch,0,0,376511.625000,1033.340210,375478.281250,8
batch,0,1,862507.562500,1281.489868,861226.062500,6
epoch,0,0,862507.562500,1281.489868,861226.062500,6
batch,0,1,1388023.375000,1324.974243,1386698.375000,6
epoch,0,0,1388023.375000,1324.974243,1386698.375000,6
batch,0,1,301877.187500,859.781799,301017.406250,11
epoch,0,0,301877.187500,859.781799,301017.406250,11
batch,0,1,552370.250000,875.341553,551494.937500,32
batch,0,2,497342.312500,1008.303833,496334.000000,32
batch,0,3,385306.968750,838.831543,384468.125000,32
batch,0,4,597746.375000,847.127563,596899.250000,16
epoch,0,0,508191.468750,892.401123,507299.062500,112
batch,1,1,338480.312500,831.816589,337648.500000,32
batch,1,2,247228.000000,575.275696,246652.718750,32
batch,1,3,295724.156250,1151.418945,294572.750000,32
batch,1,4,185094.000000,746.431274,184347.562500,32
batch,1,5,225810.765625,1103.586426,224707.171875,32
batch,1,6,100296.015625,635.578247,99660.437500,32
batch,1,7,205756.734375,1124.162354,204632.578125,32
batch,1,8,208018.484375,1156.490112,206862.000000,32
batch,1,9,135364.609375,1016.523560,134348.078125,32
batch,1,10,85479.953125,1000.146667,84479.804688,32
batch,1,11,71773.820312,1090.921021,70682.898438,32
batch,1,12,22734.332031,980.750732,21753.582031,32
batch,1,13,17159.335938,989.444336,16169.890625,32
batch,1,14,18331.880859,915.298462,17416.582031,32
batch,1,15,15410.748047,534.843506,14875.904297,32
batch,1,16,17862.449219,952.058472,16910.390625,32
batch,1,17,20285.111328,956.900818,19328.210938,32
batch,1,18,27144.447266,763.316528,26381.130859,32
batch,1,19,22348.443359,1108.881348,21239.562500,32
batch,1,20,33576.007812,753.603210,32822.406250,32
batch,1,21,31751.214844,961.652527,30789.562500,32
batch,1,22,48644.222656,920.952393,47723.269531,32
batch,1,23,25416.156250,907.001709,24509.154297,32
batch,1,24,40451.597656,818.549988,39633.046875,32
batch,1,25,31414.755859,1163.071533,30251.683594,32
batch,1,26,63864.871094,1284.991211,62579.878906,6
epoch,1,0,97516.250000,940.141235,96576.125000,806
batch,2,1,31268.914062,647.868103,30621.046875,32
batch,2,2,34802.367188,960.485229,33841.882812,32
batch,2,3,24055.595703,884.201965,23171.394531,32
batch,2,4,27301.878906,868.656372,26433.222656,32
batch,2,5,26426.738281,1049.095459,25377.642578,32
batch,2,6,22965.873047,1026.978760,21938.894531,32
batch,2,7,28189.052734,821.517456,27367.535156,32
batch,2,8,26831.722656,918.183350,25913.539062,32
batch,2,9,21687.173828,1176.050293,20511.123047,32
batch,2,10,25021.335938,668.749878,24352.585938,32
batch,2,11,21964.875000,973.089539,20991.785156,32
batch,2,12,22265.421875,1146.309204,21119.113281,32
batch,2,13,26168.121094,707.464233,25460.656250,32
batch,2,14,23152.761719,987.510986,22165.250000,32
batch,2,15,23082.722656,793.525391,22289.197266,32
batch,2,16,21883.312500,842.979980,21040.332031,32
batch,2,17,18034.398438,897.165283,17137.232422,32
batch,2,18,20081.658203,800.488159,19281.169922,32
batch,2,19,18597.308594,985.339722,17611.968750,32
batch,2,20,22084.048828,1043.417969,21040.630859,32
batch,2,21,20921.693359,832.075073,20089.619141,32
batch,2,22,13944.386719,794.870361,13149.516602,32
batch,2,23,19972.386719,766.513977,19205.873047,32
batch,2,24,15481.829102,823.532288,14658.296875,32
batch,2,25,15252.190430,641.061584,14611.128906,32
batch,2,26,14148.082031,1214.097900,12933.984375,28
epoch,2,0,22522.531250,895.047241,21627.486328,828
batch,3,1,7673.380371,631.315979,7042.064453,32
batch,3,2,10643.383789,1208.188110,9435.195312,32
batch,3,3,12305.523438,867.665527,11437.857422,32
batch,3,4,9084.887695,485.054321,8599.833008,32
batch,3,5,10654.559570,881.325500,9773.234375,32
batch,3,6,13538.311523,959.332214,12578.979492,32
batch,3,7,9881.654297,716.991821,9164.662109,32
batch,3,8,10268.164062,1058.250732,9209.913086,32
batch,3,9,13627.760742,872.153442,12755.607422,32
batch,3,10,12216.321289,957.000671,11259.320312,32
batch,3,11,11203.649414,944.056091,10259.593750,32
batch,3,12,15674.274414,968.816162,14705.458008,32
batch,3,13,9965.797852,632.538696,9333.258789,32
batch,3,14,8746.288086,906.752380,7839.535645,32
batch,3,15,10651.560547,1016.582031,9634.978516,32
batch,3,16,13804.027344,854.594849,12949.432617,32
batch,3,17,7574.187988,828.898743,6745.289062,32
batch,3,18,10101.004883,918.072388,9182.932617,32
batch,3,19,12906.419922,827.116943,12079.302734,32
batch,3,20,10449.839844,604.212341,9845.627930,32
batch,3,21,8805.855469,1026.739502,7779.116211,32
batch,3,22,11917.260742,976.625244,10940.635742,32
batch,3,23,17602.537109,904.033447,16698.503906,32
batch,3,24,9955.322266,958.565674,8996.756836,32
batch,3,25,11485.618164,807.059570,10678.558594,32
batch,3,26,16148.175781,1087.878906,15060.296875,32
batch,3,27,40453.109375,4.214474,40448.894531,1
epoch,3,0,12494.032227,848.297607,11645.735352,833
batch,0,1,5.267732,1.120825,4.146906,32
batch,0,2,5.134258,0.998305,4.135953,32
batch,0,3,5.019108,0.890479,4.128630,32
batch,0,4,4.829782,0.733324,4.096458,2
epoch,0,0,5.062720,0.935733,4.126987,98
batch,1,1,4.704895,0.596670,4.108224,32
batch,1,2,4.613901,0.531906,4.081995,32
batch,1,3,4.527870,0.466803,4.061068,32
batch,1,4,4.140707,0.163274,3.977433,2
epoch,1,0,4.496843,0.439663,4.057180,98
batch,2,1,4.521375,0.509662,4.011713,32
batch,2,2,4.067467,0.139573,3.927894,32
batch,2,3,4.445258,0.549425,3.895833,32
batch,2,4,3.758997,0.008323,3.750674,32
batch,2,5,4.046067,0.241040,3.805027,32
batch,2,6,4.444793,0.848831,3.595963,32
batch,2,7,3.512362,0.000342,3.512021,32
batch,2,8,3.369682,0.000065,3.369617,32
batch,2,9,3.933041,0.497603,3.435438,32
batch,2,10,3.468482,0.249506,3.218976,32
batch,2,11,3.614474,0.249854,3.364619,32
batch,2,12,3.197341,0.000000,3.197341,23
epoch,2,0,3.864945,0.274519,3.590426,375
batch,3,1,4.113372,0.624721,3.488651,32
batch,3,2,3.358716,0.124970,3.233747,32
batch,3,3,4.026276,0.624787,3.401488,32
batch,3,4,2.944003,0.000000,2.944002,32
batch,3,5,3.756778,0.249839,3.506939,32
batch,3,6,3.936363,0.874548,3.061815,32
batch,3,7,3.088068,0.000001,3.088066,32
batch,3,8,3.112472,0.000005,3.112467,32
batch,3,9,3.806310,0.498914,3.307396,32
batch,3,10,3.393678,0.249438,3.144240,32
batch,3,11,3.511308,0.249301,3.262007,32
batch,3,12,3.131063,0.000008,3.131055,23
epoch,3,0,3.514867,0.291378,3.223490,375
batch,0,1,5.165625,1.009436,4.156188,5
epoch,0,0,5.165625,1.009436,4.156188,5
batch,1,1,5.117799,0.970364,4.147435,5
epoch,1,0,5.117799,0.970364,4.147435,5
batch,2,1,5.096738,0.966588,4.130150,3
epoch,2,0,5.096738,0.966588,4.130150,3
batch,3,1,5.047577,0.930441,4.117136,3
epoch,3,0,5.047577,0.930441,4.117136,3
batch,0,1,5.146062,0.972415,4.173647,3
epoch,0,0,5.146062,0.972415,4.173647,3
batch,1,1,5.077181,0.917099,4.160082,3
epoch,1,0,5.077181,0.917099,4.160082,3
batch,2,1,5.134512,0.973937,4.160575,2
epoch,2,0,5.134512,0.973937,4.160575,2
batch,3,1,5.132234,0.979971,4.152263,2
epoch,3,0,5.132234,0.979971,4.152263,2
batch,4,1,4.993731,0.863604,4.130127,3
epoch,4,0,4.993731,0.863604,4.130127,3
batch,5,1,4.939508,0.824920,4.114588,3
epoch,5,0,4.939508,0.824920,4.114588,3
batch,6,1,4.996963,0.876964,4.119998,3
epoch,6,0,4.996963,0.876964,4.119998,3
batch,7,1,4.900211,0.810289,4.089922,3
epoch,7,0,4.900211,0.810289,4.089922,3
batch,8,1,4.922963,0.845379,4.077585,3
epoch,8,0,4.922963,0.845379,4.077585,3
batch,9,1,4.822526,0.774687,4.047839,3
epoch,9,0,4.822526,0.774687,4.047839,3
batch,10,1,4.746457,0.718306,4.028151,3
epoch,10,0,4.746457,0.718306,4.028151,3
batch,11,1,4.721560,0.712045,4.009514,3
epoch,11,0,4.721560,0.712045,4.009514,3
batch,0,1,5.175109,1.015377,4.159732,32
batch,0,2,5.149187,1.002924,4.146264,32
batch,0,3,5.097776,0.965001,4.132775,32
batch,0,4,5.060540,0.938422,4.122118,32
batch,0,5,4.999338,0.899304,4.100035,32
batch,0,6,4.941957,0.848527,4.093430,32
batch,0,7,4.892220,0.836851,4.055368,6
epoch,0,0,5.045161,0.929487,4.115674,198
batch,1,1,4.978632,0.935589,4.043043,32
batch,1,2,4.754813,0.753572,4.001242,32
batch,1,3,4.599729,0.654849,3.944880,32
batch,1,4,4.503492,0.599632,3.903861,32
batch,1,5,4.360431,0.552144,3.808287,32
batch,1,6,4.192132,0.408514,3.783617,32
batch,1,7,3.863237,0.295411,3.567825,6
epoch,1,0,4.464638,0.599959,3.864679,198
batch,2,1,3.955019,0.271324,3.683696,32
batch,2,2,3.908596,0.331762,3.576833,32
batch,2,3,3.979918,0.478856,3.501062,32
batch,2,4,3.712728,0.354728,3.358001,32
batch,2,5,3.533075,0.243953,3.289122,32
batch,2,6,3.266490,0.042096,3.224395,32
batch,2,7,4.412101,0.960087,3.452014,32
batch,2,8,3.752975,0.461907,3.291068,32
batch,2,9,3.332468,0.017973,3.314494,32
batch,2,10,3.794044,0.330524,3.463520,32
batch,2,11,3.641440,0.561618,3.079823,32
batch,2,12,3.415353,0.272140,3.143213,32
batch,2,13,3.545943,0.239885,3.306058,32
batch,2,14,3.243096,0.041916,3.201180,32
batch,2,15,3.968407,0.687622,3.280785,32
batch,2,16,3.312374,0.242067,3.070307,32
batch,2,17,3.050926,0.009196,3.041730,32
batch,2,18,3.492512,0.422913,3.069599,32
batch,2,19,3.411263,0.361440,3.049823,32
batch,2,20,3.572990,0.475448,3.097542,32
batch,2,21,3.320542,0.242690,3.077853,32
batch,2,22,3.625791,0.476380,3.149411,32
batch,2,23,3.027893,0.118246,2.909647,32
batch,2,24,3.603328,0.601857,3.001471,32
batch,2,25,2.979669,0.001669,2.977999,32
batch,2,26,3.085855,0.243532,2.842323,32
batch,2,27,2.889350,0.001576,2.887774,32
batch,2,28,3.071919,0.125409,2.946511,32
batch,2,29,3.207042,0.123832,3.083210,32
batch,2,30,3.078710,0.001456,3.077255,32
batch,2,31,2.928608,0.001458,2.927150,32
batch,2,32,3.321949,0.242126,3.079823,32
batch,2,33,3.146159,0.244897,2.901262,32
batch,2,34,3.102410,0.001233,3.101177,32
batch,2,35,3.104734,0.001734,3.102999,32
batch,2,36,2.678085,0.001794,2.676292,32
batch,2,37,2.941415,0.001579,2.939836,32
batch,2,38,3.227365,0.243445,2.983921,32
batch,2,39,2.880280,0.002066,2.878214,32
batch,2,40,3.022271,0.002327,3.019943,32
batch,2,41,2.929852,0.002577,2.927275,32
batch,2,42,3.777444,0.598266,3.179179,32
batch,2,43,2.955504,0.001931,2.953573,32
batch,2,44,4.049588,0.848183,3.201405,32
batch,2,45,3.713722,0.470624,3.243099,32
batch,2,46,3.084783,0.356182,2.728601,32
batch,2,47,3.288566,0.240588,3.047978,32
batch,2,48,3.786809,0.594829,3.191980,32
batch,2,49,3.009340,0.005375,3.003965,25
epoch,2,0,3.370218,0.257251,3.112967,1561
batch,3,1,2.968951,0.010746,2.958205,32
batch,3,2,3.161483,0.230276,2.931207,32
batch,3,3,3.407919,0.469955,2.937964,32
batch,3,4,3.246500,0.347815,2.898686,32
batch,3,5,3.110569,0.229484,2.881085,32
batch,3,6,2.960767,0.015416,2.945350,32
batch,3,7,4.058573,0.981517,3.077056,32
batch,3,8,3.318446,0.454436,2.864010,32
batch,3,9,2.858263,0.029463,2.828800,32
batch,3,10,3.296790,0.274476,3.022314,32
batch,3,11,3.246317,0.498001,2.748316,32
batch,3,12,3.057469,0.260117,2.797353,32
batch,3,13,3.275761,0.242052,3.033709,32
batch,3,14,3.070065,0.058358,3.011708,32
batch,3,15,3.648355,0.600845,3.047510,32
batch,3,16,2.967657,0.223044,2.744614,32
batch,3,17,2.826204,0.033073,2.793131,32
batch,3,18,3.211332,0.437187,2.774145,32
batch,3,19,3.133426,0.350245,2.783181,32
batch,3,20,3.245411,0.424284,2.821127,32
batch,3,21,3.069715,0.232236,2.837479,32
batch,3,22,3.368876,0.427184,2.941692,32
batch,3,23,2.824639,0.147898,2.676741,32
batch,3,24,3.317680,0.529409,2.788271,32
batch,3,25,2.841654,0.054893,2.786761,32
batch,3,26,2.871144,0.243511,2.627633,32
batch,3,27,2.691273,0.036055,2.655218,32
batch,3,28,2.860597,0.138029,2.722568,32
batch,3,29,2.981847,0.134112,2.847735,32
batch,3,30,2.926133,0.029607,2.896527,32
batch,3,31,2.773759,0.019238,2.754521,32
batch,3,32,3.118509,0.251586,2.866923,32
batch,3,33,2.951765,0.218456,2.733310,32
batch,3,34,2.959439,0.017808,2.941631,32
batch,3,35,2.933391,0.019207,2.914184,32
batch,3,36,2.490772,0.015128,2.475644,32
batch,3,37,2.764418,0.014462,2.749957,32
batch,3,38,3.110562,0.239478,2.871084,32
batch,3,39,2.688171,0.013810,2.674361,32
batch,3,40,2.857095,0.016619,2.840477,32
batch,3,41,2.778891,0.011455,2.767436,32
batch,3,42,3.586958,0.567724,3.019234,32
batch,3,43,2.767173,0.009275,2.757898,32
batch,3,44,3.847762,0.826566,3.021196,32
batch,3,45,3.546755,0.472474,3.074281,32
batch,3,46,2.887371,0.346138,2.541234,32
batch,3,47,3.117736,0.230337,2.887399,32
batch,3,48,3.600860,0.586126,3.014734,32
batch,3,49,2.831322,0.011498,2.819824,25
epoch,3,0,3.090542,0.245533,2.845008,1561
